****************************************
Report : report_global_slack
Design : multdiv
Version: K-2015.06-SP3-2
Date   : Wed Apr 28 12:37:20 2021
****************************************

       Max_Rise      Max_Fall   Point
           0.07          0.20   U18/A2
           0.70          0.63   U18/B1
           0.27          0.28   U18/B2
           0.20          0.07   U18/ZN
              *             *   U183/A1
              *             *   U183/A2
              *             *   U183/B1
           0.14          0.04   U183/B2
           0.04          0.14   U183/ZN
           0.04          0.02   U192/A
           0.30          0.34   U192/B
           0.09          0.02   U192/ZN
              *             *   U193/A1
              *             *   U193/A2
              *             *   U193/B1
              *             *   U193/B2
              *             *   U193/ZN
          -0.21         -0.17   U346/A
           0.12          0.14   U346/B
          -0.15         -0.21   U346/ZN
          -0.19         -0.15   U354/A
           0.14          0.16   U354/B
          -0.14         -0.19   U354/ZN
          -0.23         -0.18   U356/A
           0.10          0.12   U356/B
          -0.18         -0.23   U356/ZN
          -0.40         -0.35   U362/A
          -0.02         -0.06   U362/B
          -0.40         -0.39   U362/Z
          -0.46         -0.36   U369/A1
          -0.14         -0.06   U369/A2
          -0.46         -0.36   U369/ZN
          -0.22         -0.17   U378/A
           0.12          0.14   U378/B
          -0.16         -0.22   U378/ZN
          -0.55         -0.40   U382/A1
          -0.14         -0.09   U382/A2
          -0.40         -0.55   U382/ZN
          -0.59         -0.44   U392/A1
          -0.21         -0.15   U392/A2
          -0.44         -0.59   U392/ZN
          -0.65         -0.50   U404/A1
          -0.30         -0.17   U404/A2
          -0.50         -0.65   U404/ZN
          -0.77         -0.67   U420/A1
          -0.42         -0.35   U420/A2
          -0.77         -0.67   U420/ZN
          -0.86         -0.70   U430/A1
          -0.50         -0.40   U430/A2
          -0.70         -0.86   U430/ZN
          -0.94         -0.86   U447/A1
          -0.59         -0.53   U447/A2
          -0.86         -0.94   U447/ZN
          -1.01         -0.95   U456/A1
          -0.67         -0.64   U456/A2
          -1.01         -0.95   U456/ZN
           0.12          0.13   U464/A
          -0.23         -0.18   U464/B
          -0.16         -0.23   U464/ZN
          -1.07         -0.96   U466/A1
          -0.73         -0.66   U466/A2
          -0.96         -1.07   U466/ZN
          -1.13         -1.01   U477/A1
          -0.77         -0.68   U477/A2
          -1.01         -1.13   U477/ZN
          -0.21         -0.17   U485/A
           0.12          0.13   U485/B
          -0.15         -0.21   U485/ZN
          -1.21         -1.11   U487/A1
          -0.87         -0.81   U487/A2
          -1.21         -1.11   U487/ZN
          -1.24         -1.18   U496/A1
          -0.88         -0.85   U496/A2
          -1.24         -1.18   U496/ZN
           0.12          0.13   U504/A
          -0.23         -0.18   U504/B
          -0.16         -0.23   U504/ZN
          -1.30         -1.21   U506/A1
          -0.96         -0.90   U506/A2
          -1.21         -1.30   U506/ZN
          -1.40         -1.35   U523/A1
          -1.04         -1.02   U523/A2
          -1.35         -1.40   U523/ZN
          -1.47         -1.44   U532/A1
          -1.13         -1.14   U532/A2
          -1.47         -1.44   U532/ZN
           0.12          0.14   U540/A
          -0.23         -0.18   U540/B
          -0.16         -0.23   U540/ZN
          -1.53         -1.46   U542/A1
          -1.19         -1.14   U542/A2
          -1.46         -1.53   U542/ZN
          -1.59         -1.50   U551/A1
          -1.23         -1.17   U551/A2
          -1.50         -1.59   U551/ZN
          -0.21         -0.17   U559/A
           0.12          0.14   U559/B
          -0.15         -0.21   U559/ZN
          -1.67         -1.60   U561/A1
          -1.33         -1.29   U561/A2
          -1.67         -1.60   U561/ZN
          -1.69         -1.61   U568/A1
          -1.34         -1.24   U568/A2
          -1.61         -1.69   U568/ZN
          -1.78         -1.71   U570/A1
          -1.45         -1.41   U570/A2
          -1.78         -1.71   U570/ZN
          -1.90         -1.86   U574/A1
          -1.55         -1.54   U574/A2
          -1.86         -1.90   U574/ZN
          -1.99         -1.97   U576/A1
          -1.66         -1.66   U576/A2
          -1.99         -1.97   U576/ZN
          -2.17         -2.14   U581/A1
          -1.83         -1.83   U581/A2
          -2.14         -2.17   U581/ZN
          -2.21         -2.24   U584/A1
          -1.83         -1.88   U584/A2
          -2.24         -2.21   U584/ZN
          -2.11         -2.10   U593/A1
          -1.78         -1.80   U593/A2
          -2.11         -2.10   U593/ZN
          -1.71         -1.67   U598/A1
          -2.05         -1.98   U598/A2
          -1.98         -2.05   U598/ZN
           0.12          0.14   U630/A
          -0.19         -0.16   U630/B
          -0.12         -0.19   U630/ZN
          -2.32         -2.31   U632/A1
          -2.01         -2.02   U632/A2
          -2.31         -2.32   U632/ZN
          -0.16         -0.13   U691/A
          -0.13         -0.16   U691/ZN
          -0.73         -0.59   U693/A
          -0.59         -0.73   U693/ZN
          -0.30         -0.18   U695/A
          -0.18         -0.30   U695/ZN
          -0.28         -0.32   U696/A
          -0.32         -0.28   U696/ZN
           0.11          0.17   product_in_tri3_7_/A
              *             *   product_in_tri3_7_/EN
           0.11          0.17   product_in_tri3_7_/Z
           0.11          0.16   product_in_tri3_8_/A
              *             *   product_in_tri3_8_/EN
           0.11          0.16   product_in_tri3_8_/Z
           0.25          0.31   ctrl/cur_mult/q_reg/D
           0.77          0.72   ctrl/cur_mult/q_reg/SI
              *             *   ctrl/cur_mult/q_reg/SE
          -2.28             *   ctrl/cur_mult/q_reg/CK
          -2.28         -2.18   ctrl/cur_mult/q_reg/Q
          -2.12         -2.22   ctrl/cur_mult/q_reg/QN
           0.25          0.31   ctrl/cur_div/q_reg/D
           0.76          0.70   ctrl/cur_div/q_reg/SI
              *             *   ctrl/cur_div/q_reg/SE
           0.07             *   ctrl/cur_div/q_reg/CK
           0.27          0.07   ctrl/cur_div/q_reg/Q
           0.76          0.67   ctrl/cur_div/q_reg/QN
           0.11         -0.22   product_reg/memory_3__dff/q_reg/D
           0.73          0.70   product_reg/memory_3__dff/q_reg/SI
              *             *   product_reg/memory_3__dff/q_reg/SE
          -0.65             *   product_reg/memory_3__dff/q_reg/CK
           0.54          0.66   product_reg/memory_3__dff/q_reg/Q
          -0.65         -0.52   product_reg/memory_3__dff/q_reg/QN
           0.18          0.09   product_reg/memory_4__dff/q_reg/D
           0.74          0.80   product_reg/memory_4__dff/q_reg/SI
              *             *   product_reg/memory_4__dff/q_reg/SE
          -0.60             *   product_reg/memory_4__dff/q_reg/CK
           0.53          0.64   product_reg/memory_4__dff/q_reg/Q
          -0.60         -0.50   product_reg/memory_4__dff/q_reg/QN
           0.25          0.09   product_reg/memory_0__dff/q_reg/D
           0.75          0.71   product_reg/memory_0__dff/q_reg/SI
              *             *   product_reg/memory_0__dff/q_reg/SE
          -2.23             *   product_reg/memory_0__dff/q_reg/CK
          -2.02         -1.96   product_reg/memory_0__dff/q_reg/Q
          -2.20         -2.23   product_reg/memory_0__dff/q_reg/QN
           0.10         -0.24   product_reg/memory_2__dff/q_reg/D
           0.71          0.78   product_reg/memory_2__dff/q_reg/SI
              *             *   product_reg/memory_2__dff/q_reg/SE
          -2.29             *   product_reg/memory_2__dff/q_reg/CK
          -2.29         -2.18   product_reg/memory_2__dff/q_reg/Q
          -2.16         -2.23   product_reg/memory_2__dff/q_reg/QN
          -0.84         -0.69   U951/A1
          -0.50         -0.39   U951/A2
          -0.69         -0.84   U951/ZN
          -0.54         -0.39   U955/A1
          -0.15         -0.08   U955/A2
          -0.39         -0.54   U955/ZN
          -0.58         -0.43   U957/A1
          -0.21         -0.14   U957/A2
          -0.43         -0.58   U957/ZN
          -2.02         -2.02   U958/A1
          -2.33         -2.32   U958/A2
          -2.32         -2.33   U958/ZN
          -1.34         -1.24   U972/A1
          -1.70         -1.62   U972/A2
          -1.62         -1.70   U972/ZN
          -1.74         -1.70   U973/A1
          -2.09         -2.01   U973/A2
          -2.01         -2.09   U973/ZN
          -0.96         -0.90   U974/A1
          -1.30         -1.22   U974/A2
          -1.22         -1.30   U974/ZN
          -1.18         -1.14   U975/A1
          -1.53         -1.47   U975/A2
          -1.47         -1.53   U975/ZN
          -1.83         -1.83   U976/A1
          -2.17         -2.15   U976/A2
          -2.15         -2.17   U976/ZN
          -0.78         -0.68   U977/A1
          -1.14         -1.02   U977/A2
          -1.02         -1.14   U977/ZN
          -1.24         -1.18   U978/A1
          -1.60         -1.51   U978/A2
          -1.51         -1.60   U978/ZN
          -1.04         -1.02   U979/A1
          -1.40         -1.36   U979/A2
          -1.36         -1.40   U979/ZN
          -1.64         -1.64   U980/A1
          -1.98         -1.96   U980/A2
          -1.96         -1.98   U980/ZN
          -1.55         -1.54   U981/A1
          -1.91         -1.88   U981/A2
          -1.88         -1.91   U981/ZN
          -1.03         -1.02   U982/A1
          -1.38         -1.33   U982/A2
          -1.33         -1.38   U982/ZN
          -0.85         -0.79   U983/A1
          -1.20         -1.10   U983/A2
          -1.10         -1.20   U983/ZN
          -1.43         -1.38   U984/A1
          -1.77         -1.71   U984/A2
          -1.71         -1.77   U984/ZN
          -1.31         -1.27   U985/A1
          -1.66         -1.59   U985/A2
          -1.59         -1.66   U985/ZN
          -0.87         -0.83   U986/A1
          -1.23         -1.17   U986/A2
          -1.17         -1.23   U986/ZN
          -1.11         -1.12   U987/A1
          -1.46         -1.44   U987/A2
          -1.44         -1.46   U987/ZN
          -0.54         -0.69   U1000/A1
          -0.28         -0.37   U1000/A2
          -0.69         -0.54   U1000/ZN
          -0.72         -0.66   U1004/A1
          -1.07         -0.97   U1004/A2
          -0.97         -1.07   U1004/ZN
          -0.58         -0.53   U1005/A1
          -0.94         -0.86   U1005/A2
          -0.86         -0.94   U1005/ZN
          -0.31         -0.18   U1006/A1
          -0.67         -0.52   U1006/A2
          -0.52         -0.67   U1006/ZN
          -0.57         -0.53   U1007/A1
          -0.92         -0.84   U1007/A2
          -0.84         -0.92   U1007/ZN
          -0.40         -0.33   U1008/A1
          -0.76         -0.67   U1008/A2
          -0.67         -0.76   U1008/ZN
          -0.65         -0.63   U1009/A1
          -1.00         -0.95   U1009/A2
          -0.95         -1.00   U1009/ZN
          -0.12         -0.04   U1010/A1
          -0.45         -0.36   U1010/A2
          -0.36         -0.45   U1010/ZN
              *             *   data_result[8]
           0.11          0.09   U4/A
           0.09          0.11   U4/ZN
           0.11          0.09   U6/A
           0.09          0.11   U6/ZN
           0.30          0.27   U7/A1
           0.07          0.12   U7/A2
           0.70          0.63   U7/B1
           0.27          0.28   U7/B2
           0.12          0.07   U7/ZN
              *             *   U184/A1
              *             *   U184/A2
              *             *   U184/B1
           0.09          0.02   U184/B2
           0.02          0.09   U184/ZN
              *             *   U191/A1
              *             *   U191/A2
              *             *   U191/B1
              *             *   U191/B2
              *             *   U191/ZN
          -0.08         -0.03   U268/A1
           0.31          0.27   U268/A2
          -0.03         -0.08   U268/ZN
           0.31          0.35   U282/A
          -0.01         -0.06   U282/B
           0.02         -0.06   U282/Z
          -0.57         -0.70   U401/A1
          -0.26         -0.34   U401/A2
          -0.70         -0.57   U401/ZN
          -0.15         -0.26   U410/A
           0.18          0.12   U410/B
          -0.13         -0.26   U410/Z
          -0.08         -0.21   U671/A
          -0.21         -0.08   U671/ZN
          -0.18         -0.21   U672/A
          -0.21         -0.18   U672/ZN
          -1.71         -1.77   U673/A
          -1.77         -1.71   U673/ZN
          -0.20         -0.21   U674/A
          -0.21         -0.20   U674/ZN
          -1.96         -1.98   U675/A
          -1.98         -1.96   U675/ZN
          -0.10         -0.24   U676/A
          -0.24         -0.10   U676/ZN
          -1.59         -1.66   U677/A
          -1.66         -1.59   U677/ZN
          -0.19         -0.22   U678/A
          -0.22         -0.19   U678/ZN
          -0.09         -0.24   U679/A
          -0.24         -0.09   U679/ZN
          -1.44         -1.46   U680/A
          -1.46         -1.44   U680/ZN
          -0.19         -0.22   U681/A
          -0.22         -0.19   U681/ZN
          -1.33         -1.38   U682/A
          -1.38         -1.33   U682/ZN
          -0.10         -0.24   U683/A
          -0.24         -0.10   U683/ZN
          -1.17         -1.23   U684/A
          -1.23         -1.17   U684/ZN
          -1.10         -1.20   U685/A
          -1.20         -1.10   U685/ZN
          -0.19         -0.22   U686/A
          -0.22         -0.19   U686/ZN
          -0.09         -0.24   U687/A
          -0.24         -0.09   U687/ZN
          -0.95         -1.00   U688/A
          -1.00         -0.95   U688/ZN
          -0.19         -0.21   U689/A
          -0.21         -0.19   U689/ZN
          -0.84         -0.92   U690/A
          -0.92         -0.84   U690/ZN
          -0.67         -0.76   U692/A
          -0.76         -0.67   U692/ZN
          -0.21         -0.21   U694/A
          -0.21         -0.21   U694/ZN
          -0.36         -0.45   U697/A
          -0.45         -0.36   U697/ZN
           0.04          0.14   product_in_tri3_9_/A
              *             *   product_in_tri3_9_/EN
           0.04          0.14   product_in_tri3_9_/Z
           0.20          0.07   product_reg/memory_5__dff/q_reg/D
           0.74          0.80   product_reg/memory_5__dff/q_reg/SI
              *             *   product_reg/memory_5__dff/q_reg/SE
          -0.56             *   product_reg/memory_5__dff/q_reg/CK
           0.54          0.66   product_reg/memory_5__dff/q_reg/Q
          -0.56         -0.45   product_reg/memory_5__dff/q_reg/QN
          -2.32         -2.33   U879/B1
          -1.94         -1.97   U879/B2
          -2.31         -2.32   U879/A
          -2.33         -2.32   U879/ZN
          -0.16         -0.25   U905/A1
          -0.22         -0.21   U905/A2
          -0.25         -0.22   U905/ZN
          -0.15         -0.25   U906/A1
          -0.22         -0.20   U906/A2
          -0.25         -0.22   U906/ZN
          -0.16         -0.25   U907/A1
          -0.22         -0.21   U907/A2
          -0.25         -0.22   U907/ZN
          -0.16         -0.25   U908/A1
          -0.22         -0.21   U908/A2
          -0.25         -0.22   U908/ZN
          -0.16         -0.25   U922/A1
          -0.22         -0.21   U922/A2
          -0.25         -0.22   U922/ZN
          -0.59         -0.73   U926/A1
          -0.29         -0.37   U926/A2
          -0.73         -0.59   U926/ZN
          -0.17         -0.15   U966/A1
          -0.25         -0.10   U966/A2
          -0.15         -0.25   U966/ZN
          -0.20         -0.16   U968/B1
           0.14          0.13   U968/B2
          -0.18         -0.31   U968/A
          -0.31         -0.20   U968/ZN
          -0.20         -0.17   U969/B1
           0.14          0.13   U969/B2
          -0.18         -0.31   U969/A
          -0.31         -0.20   U969/ZN
          -0.22         -0.06   U993/B1
           0.12          0.24   U993/B2
          -0.19         -0.21   U993/A
          -0.21         -0.22   U993/ZN
          -0.17         -0.15   U997/A1
          -0.25         -0.10   U997/A2
          -0.15         -0.25   U997/ZN
          -0.17         -0.15   U998/A1
          -0.24         -0.10   U998/A2
          -0.15         -0.24   U998/ZN
          -0.30         -0.24   U1022/A1
          -0.29         -0.23   U1022/A2
          -0.69         -0.54   U1022/A3
          -0.54         -0.69   U1022/ZN
              *             *   data_result[9]
           0.04         -0.05   U2/A
          -0.05          0.04   U2/ZN
           0.30          0.27   U3/A1
           0.09          0.11   U3/A2
           0.70          0.62   U3/B1
           0.27          0.28   U3/B2
           0.11          0.09   U3/ZN
           0.30          0.27   U5/A1
           0.09          0.11   U5/A2
           0.69          0.62   U5/B1
           0.27          0.28   U5/B2
           0.11          0.09   U5/ZN
              *             *   U162/A1
              *             *   U162/A2
              *             *   U162/B1
           0.02         -0.06   U162/B2
          -0.06          0.02   U162/ZN
          -0.03         -0.08   U267/A
           0.39          0.26   U267/B
           0.01         -0.08   U267/Z
          -0.07         -0.09   U280/A
           0.29          0.35   U280/B
          -0.01         -0.09   U280/ZN
              *             *   U281/A1
              *             *   U281/A2
              *             *   U281/B1
              *             *   U281/B2
              *             *   U281/ZN
          -0.21         -0.20   U351/A1
          -0.13         -0.24   U351/A2
          -0.24         -0.21   U351/ZN
          -0.13         -0.24   U402/A1
          -0.21         -0.21   U402/A2
          -0.24         -0.21   U402/ZN
          -0.22         -0.21   U474/A
          -0.37         -0.26   U474/B
          -0.37         -0.28   U474/Z
          -2.33         -2.32   U670/A
          -2.32         -2.33   U670/ZN
           0.02          0.09   product_in_tri3_10_/A
              *             *   product_in_tri3_10_/EN
           0.02          0.09   product_in_tri3_10_/Z
           0.12          0.07   product_reg/memory_6__dff/q_reg/D
           0.74          0.80   product_reg/memory_6__dff/q_reg/SI
              *             *   product_reg/memory_6__dff/q_reg/SE
          -0.48             *   product_reg/memory_6__dff/q_reg/CK
          -0.32         -0.48   product_reg/memory_6__dff/q_reg/Q
           0.70          0.63   product_reg/memory_6__dff/q_reg/QN
          -0.15         -0.23   U909/A1
          -0.21         -0.19   U909/A2
          -0.23         -0.21   U909/ZN
          -0.15         -0.24   U910/A1
          -0.22         -0.19   U910/A2
          -0.24         -0.22   U910/ZN
          -0.21         -0.18   U923/A1
          -0.16         -0.24   U923/A2
          -0.24         -0.21   U923/ZN
          -0.15         -0.24   U924/A1
          -0.22         -0.19   U924/A2
          -0.24         -0.22   U924/ZN
          -0.15         -0.24   U925/A1
          -0.22         -0.19   U925/A2
          -0.24         -0.22   U925/ZN
          -0.16         -0.15   U964/A1
          -0.24         -0.09   U964/A2
          -0.15         -0.24   U964/ZN
          -0.17         -0.16   U965/A1
          -0.24         -0.10   U965/A2
          -0.16         -0.24   U965/ZN
           0.17          0.25   U967/B1
          -0.14         -0.13   U967/B2
          -0.24         -0.11   U967/A
          -0.13         -0.24   U967/ZN
          -0.16         -0.21   U992/A1
          -0.18         -0.24   U992/A2
          -0.54         -0.69   U992/A3
          -0.69         -0.54   U992/ZN
          -0.17         -0.15   U994/A1
          -0.24         -0.09   U994/A2
          -0.15         -0.24   U994/ZN
          -0.15         -0.12   U995/A1
          -0.21         -0.08   U995/A2
          -0.12         -0.21   U995/ZN
          -0.16         -0.15   U996/A1
          -0.24         -0.10   U996/A2
          -0.15         -0.24   U996/ZN
           0.22          0.35   U1023/A1
          -0.15         -0.10   U1023/A2
          -0.10         -0.15   U1023/ZN
              *             *   data_result[10]
           0.30          0.27   U1/A1
          -0.05          0.04   U1/A2
           0.70          0.63   U1/B1
           0.27          0.28   U1/B2
           0.04         -0.05   U1/ZN
           0.02         -0.05   U125/A
          -0.05          0.02   U125/ZN
              *             *   U161/A1
              *             *   U161/A2
              *             *   U161/B1
           0.01         -0.08   U161/B2
          -0.08          0.01   U161/ZN
              *             *   U163/A1
              *             *   U163/A2
              *             *   U163/B1
          -0.01         -0.09   U163/B2
          -0.09         -0.01   U163/ZN
              *             *   U266/A1
              *             *   U266/A2
              *             *   U266/B1
              *             *   U266/B2
              *             *   U266/ZN
           0.31          0.36   U270/A
          -0.10         -0.15   U270/B
          -0.07         -0.15   U270/Z
           0.31          0.35   U273/A
          -0.16         -0.17   U273/B
          -0.13         -0.17   U273/Z
          -0.23         -0.14   U276/A1
           0.31          0.27   U276/A2
          -0.14         -0.23   U276/ZN
              *             *   U279/A1
              *             *   U279/A2
              *             *   U279/B1
              *             *   U279/B2
              *             *   U279/ZN
           0.17          0.18   U473/A
          -0.37         -0.28   U473/B
          -0.37         -0.25   U473/Z
           0.34          0.20   U629/A1
          -0.12         -0.21   U629/A2
           0.29          0.27   U629/B1
          -0.12         -0.19   U629/B2
          -0.21         -0.12   U629/ZN
          -0.06          0.02   product_in_tri3_11_/A
              *             *   product_in_tri3_11_/EN
          -0.06          0.02   product_in_tri3_11_/Z
           0.11          0.09   product_reg/memory_7__dff/q_reg/D
           0.73          0.70   product_reg/memory_7__dff/q_reg/SI
              *             *   product_reg/memory_7__dff/q_reg/SE
          -0.50             *   product_reg/memory_7__dff/q_reg/CK
           0.54          0.66   product_reg/memory_7__dff/q_reg/Q
          -0.50         -0.40   product_reg/memory_7__dff/q_reg/QN
           0.11          0.09   product_reg/memory_8__dff/q_reg/D
           0.74          0.80   product_reg/memory_8__dff/q_reg/SI
              *             *   product_reg/memory_8__dff/q_reg/SE
          -0.46             *   product_reg/memory_8__dff/q_reg/CK
           0.54          0.66   product_reg/memory_8__dff/q_reg/Q
          -0.46         -0.36   product_reg/memory_8__dff/q_reg/QN
          -1.93         -1.89   U949/B1
          -2.32         -2.33   U949/B2
          -2.24         -2.21   U949/A
          -2.33         -2.32   U949/ZN
          -0.14         -0.10   U1011/A1
          -0.15         -0.12   U1011/A2
          -0.69         -0.54   U1011/A3
          -0.54         -0.69   U1011/ZN
              *             *   data_result[12]
              *             *   data_result[11]
          -0.06         -0.05   U123/A
          -0.05         -0.06   U123/ZN
           0.28          0.27   U124/A1
          -0.05          0.02   U124/A2
           0.70          0.63   U124/B1
           0.30          0.30   U124/B2
           0.02         -0.05   U124/ZN
              *             *   U159/A1
              *             *   U159/A2
              *             *   U159/B1
          -0.13         -0.17   U159/B2
          -0.17         -0.13   U159/ZN
              *             *   U160/A1
              *             *   U160/A2
              *             *   U160/B1
          -0.07         -0.15   U160/B2
          -0.15         -0.07   U160/ZN
          -0.20         -0.25   U255/A
           0.27          0.34   U255/B
          -0.15         -0.25   U255/ZN
              *             *   U269/A1
              *             *   U269/A2
              *             *   U269/B1
              *             *   U269/B2
              *             *   U269/ZN
              *             *   U272/A1
              *             *   U272/A2
              *             *   U272/B1
              *             *   U272/B2
              *             *   U272/ZN
          -0.14         -0.23   U275/A
           0.39          0.26   U275/B
          -0.11         -0.23   U275/Z
              *             *   U277/A1
              *             *   U277/A2
              *             *   U277/A3
              *             *   U277/A4
              *             *   U277/ZN
          -0.05         -0.04   U295/A1
          -0.06         -0.07   U295/A2
          -0.05         -0.08   U295/A3
          -0.54         -0.69   U295/A4
          -0.69         -0.54   U295/ZN
          -0.37         -0.25   product_in_tri4_34_/A
           0.27          0.44   product_in_tri4_34_/EN
          -0.37         -0.25   product_in_tri4_34_/Z
          -0.37         -0.25   product_in_tri_32_/A
           0.11          0.24   product_in_tri_32_/EN
          -0.37         -0.25   product_in_tri_32_/Z
          -0.08          0.01   product_in_tri3_12_/A
              *             *   product_in_tri3_12_/EN
          -0.08          0.01   product_in_tri3_12_/Z
          -0.09         -0.01   product_in_tri3_13_/A
              *             *   product_in_tri3_13_/EN
          -0.09         -0.01   product_in_tri3_13_/Z
          -0.21         -0.12   product_in_tri4_33_/A
           0.09          0.31   product_in_tri4_33_/EN
          -0.21         -0.12   product_in_tri4_33_/Z
          -0.20         -0.12   product_in_tri_31_/A
           0.11          0.24   product_in_tri_31_/EN
          -0.20         -0.12   product_in_tri_31_/Z
           0.04         -0.05   product_reg/memory_9__dff/q_reg/D
           0.74          0.80   product_reg/memory_9__dff/q_reg/SI
              *             *   product_reg/memory_9__dff/q_reg/SE
          -0.38             *   product_reg/memory_9__dff/q_reg/CK
          -0.24         -0.38   product_reg/memory_9__dff/q_reg/Q
           0.70          0.63   product_reg/memory_9__dff/q_reg/QN
          -2.28         -2.26   U948/B1
          -1.84         -1.87   U948/B2
          -2.33         -2.32   U948/A
          -2.32         -2.33   U948/ZN
           0.08          0.13   U991/A1
           0.06          0.11   U991/A2
          -0.42         -0.50   U991/A3
          -0.50         -0.42   U991/ZN
           0.20          0.35   U1021/A1
          -0.28         -0.26   U1021/A2
          -0.26         -0.28   U1021/ZN
              *             *   data_result[14]
              *             *   data_result[13]
          -0.09         -0.05   U119/A
          -0.05         -0.09   U119/ZN
          -0.08         -0.05   U121/A
          -0.05         -0.08   U121/ZN
           0.28          0.27   U122/A1
          -0.05         -0.06   U122/A2
           0.72          0.64   U122/B1
           0.30          0.30   U122/B2
          -0.06         -0.05   U122/ZN
              *             *   U157/A1
              *             *   U157/A2
              *             *   U157/B1
          -0.15         -0.25   U157/B2
          -0.25         -0.15   U157/ZN
              *             *   U158/A1
              *             *   U158/A2
              *             *   U158/B1
          -0.11         -0.23   U158/B2
          -0.23         -0.11   U158/ZN
              *             *   U254/A1
              *             *   U254/A2
              *             *   U254/B1
              *             *   U254/B2
              *             *   U254/ZN
           0.29          0.35   U257/A
          -0.26         -0.28   U257/B
          -0.23         -0.28   U257/Z
           0.29          0.34   U260/A
          -0.32         -0.31   U260/B
          -0.28         -0.32   U260/Z
          -0.38         -0.28   U263/A1
           0.30          0.25   U263/A2
          -0.28         -0.38   U263/ZN
              *             *   U274/A1
              *             *   U274/A2
              *             *   U274/B1
              *             *   U274/B2
              *             *   U274/ZN
           0.00          0.03   U294/A1
          -0.03         -0.02   U294/A2
          -0.09         -0.06   U294/A3
          -0.69         -0.54   U294/A4
          -0.54         -0.69   U294/ZN
          -0.32         -0.28   U669/A
          -0.28         -0.32   U669/ZN
          -0.17         -0.13   product_in_tri3_15_/A
              *             *   product_in_tri3_15_/EN
          -0.17         -0.13   product_in_tri3_15_/Z
          -0.15         -0.07   product_in_tri3_14_/A
              *             *   product_in_tri3_14_/EN
          -0.15         -0.07   product_in_tri3_14_/Z
           0.02         -0.05   product_reg/memory_10__dff/q_reg/D
           0.73          0.70   product_reg/memory_10__dff/q_reg/SI
              *             *   product_reg/memory_10__dff/q_reg/SE
          -0.37             *   product_reg/memory_10__dff/q_reg/CK
           0.54          0.66   product_reg/memory_10__dff/q_reg/Q
          -0.37         -0.28   product_reg/memory_10__dff/q_reg/QN
          -2.15         -2.17   U895/B1
          -2.32         -2.33   U895/B2
          -2.14         -2.17   U895/A
          -2.33         -2.32   U895/ZN
           0.19          0.12   U1020/A1
           0.20          0.15   U1020/A2
          -0.50         -0.42   U1020/A3
          -0.42         -0.50   U1020/ZN
              *             *   data_result[16]
              *             *   data_result[15]
          -0.17         -0.13   U115/A
          -0.13         -0.17   U115/ZN
          -0.15         -0.07   U117/A
          -0.07         -0.15   U117/ZN
           0.28          0.27   U118/A1
          -0.05         -0.09   U118/A2
           0.72          0.64   U118/B1
           0.27          0.28   U118/B2
          -0.09         -0.05   U118/ZN
           0.28          0.27   U120/A1
          -0.05         -0.08   U120/A2
           0.72          0.64   U120/B1
           0.30          0.30   U120/B2
          -0.08         -0.05   U120/ZN
          -0.31         -0.37   U137/A
           0.30          0.35   U137/B
          -0.27         -0.37   U137/ZN
           0.25          0.29   U149/A1
          -0.37         -0.45   U149/A2
          -0.37         -0.45   U149/ZN
              *             *   U155/A1
              *             *   U155/A2
              *             *   U155/B1
          -0.28         -0.32   U155/B2
          -0.32         -0.28   U155/ZN
              *             *   U156/A1
              *             *   U156/A2
              *             *   U156/B1
          -0.23         -0.28   U156/B2
          -0.28         -0.23   U156/ZN
          -0.32         -0.39   U209/A
           0.26          0.32   U209/B
          -0.29         -0.39   U209/ZN
              *             *   U256/A1
              *             *   U256/A2
              *             *   U256/B1
              *             *   U256/B2
              *             *   U256/ZN
              *             *   U259/A1
              *             *   U259/A2
              *             *   U259/B1
              *             *   U259/B2
              *             *   U259/ZN
          -0.28         -0.38   U262/A
           0.38          0.25   U262/B
          -0.27         -0.38   U262/Z
              *             *   U265/A1
              *             *   U265/A2
              *             *   U265/A3
              *             *   U265/A4
              *             *   U265/ZN
           0.07          0.06   U292/A1
          -0.54         -0.69   U292/A2
           0.08          0.03   U292/A3
          -0.54         -0.69   U292/ZN
           0.09          0.15   U359/A
          -0.51         -0.42   U359/B
          -0.51         -0.45   U359/ZN
          -0.22         -0.35   U377/A1
          -0.15         -0.24   U377/A2
          -0.28         -0.32   U377/B1
          -0.16         -0.22   U377/B2
          -0.35         -0.28   U377/ZN
          -1.73         -1.72   U579/A1
          -2.07         -2.04   U579/A2
          -2.11         -2.10   U579/B1
          -2.33         -2.32   U579/B2
          -2.32         -2.33   U579/ZN
          -0.23         -0.11   product_in_tri3_16_/A
              *             *   product_in_tri3_16_/EN
          -0.23         -0.11   product_in_tri3_16_/Z
          -0.25         -0.15   product_in_tri3_17_/A
              *             *   product_in_tri3_17_/EN
          -0.25         -0.15   product_in_tri3_17_/Z
          -0.06         -0.05   product_reg/memory_11__dff/q_reg/D
           0.74          0.80   product_reg/memory_11__dff/q_reg/SI
              *             *   product_reg/memory_11__dff/q_reg/SE
          -0.30             *   product_reg/memory_11__dff/q_reg/CK
           0.54          0.66   product_reg/memory_11__dff/q_reg/Q
          -0.30         -0.24   product_reg/memory_11__dff/q_reg/QN
           0.18          0.25   U1003/A1
           0.16          0.23   U1003/A2
          -0.42         -0.50   U1003/A3
